,rating,标题,评论详情,review,sentiment
8931,3.0,iPhone 6闪退,游戏整体质量还行，继承了刀塔自走棋核心玩法。最大的问题就是iPhone 6游戏中会出现闪退的状况。希望巨鸟多多不要放弃老机型，优化优化。,iPhone 6闪退，游戏整体质量还行，继承了刀塔自走棋核心玩法。最大的问题就是iPhone 6游戏中会出现闪退的状况。希望巨鸟多多不要放弃老机型，优化优化。,0
8932,4.0,一个忠实粉丝的留言,自走棋的忠实粉丝，一天不玩就浑身难受的那种。你知道我这段时间进商店搜索多少次吗？？？出个游戏为什么就只给安卓玩？真是不理解！一出苹果版的，就下来了玩了，两局都吃鸡！还是不爽你们这么久才上线，好想给一分，但是又不忍心。好想给五分，但是又不服。,一个忠实粉丝的留言，自走棋的忠实粉丝，一天不玩就浑身难受的那种。你知道我这段时间进商店搜索多少次吗？？？出个游戏为什么就只给安卓玩？真是不理解！一出苹果版的，就下来了玩了，两局都吃鸡！还是不爽你们这么久才上线，好想给一分，但是又不忍心。好想给五分，但是又不服。,1
8933,1.0,巨鸟多多不行,要画面没画面，有bug不更新，玩法停滞不前，外挂横行。对比赤潮自走棋真是差劲。一手好牌打的稀烂。,巨鸟多多不行，要画面没画面，有bug不更新，玩法停滞不前，外挂横行。对比赤潮自走棋真是差劲。一手好牌打的稀烂。,0
8935,4.0,使用非默认地图时棋子选择显示有问题，黑的只有轮廓,使用非默认地图时棋子选择显示有问题，黑的只有轮廓,使用非默认地图时棋子选择显示有问题，黑的只有轮廓，使用非默认地图时棋子选择显示有问题，黑的只有轮廓,1
8937,4.0,挺好玩的,个人感觉还不错，就是我才刚开始接触。不会搭配整容，棋子为什么不能升三星呀！恼火,挺好玩的，个人感觉还不错，就是我才刚开始接触。不会搭配整容，棋子为什么不能升三星呀！恼火,1
8939,5.0,巨鸟多多棒棒哒！！！,终于风大IOS公测了，确实很好玩！今天打了一把第一，哈哈哈。以后多多更新多多完善，辛苦了！ 谢谢！,巨鸟多多棒棒哒！！！，终于风大IOS公测了，确实很好玩！今天打了一把第一，哈哈哈。以后多多更新多多完善，辛苦了！ 谢谢！,1
8945,4.0,不能直接合成升级吗 一定要拖一下棋子,对于刚接触的玩家感觉 很多棋子都一个样 不好区分,不能直接合成升级吗 一定要拖一下棋子，对于刚接触的玩家感觉 很多棋子都一个样 不好区分,1
8946,5.0,还不错,账号和切后台是两个比较严重的问题。小厂就别心高气傲的说不可能和腾讯合作。微信QQ登陆不了你做游戏就基本不可能拓展受众。再者说刀塔霸业也快出了，祝好吧。,还不错，账号和切后台是两个比较严重的问题。小厂就别心高气傲的说不可能和腾讯合作。微信QQ登陆不了你做游戏就基本不可能拓展受众。再者说刀塔霸业也快出了，祝好吧。,1
8947,5.0,支持原创！,加油！！！！打败山寨！！！把每局时间缩短一点太长了,支持原创！，加油！！！！打败山寨！！！把每局时间缩短一点太长了,1
8948,5.0,快点更新下个大版本吧，想玩神法,巨鸟多多还是审核的慢，加油，好好做游戏,快点更新下个大版本吧，想玩神法，巨鸟多多还是审核的慢，加油，好好做游戏,1
8949,1.0,【好一个丨全球 丨唯一 丨正版丨】sixsixsix！,全球唯一正版？！全球，唯一，正版。敢问您当得起哪一个？做游戏也要讲良心，也要知敬畏懂感恩。怕不是韩国的吧？全宇宙都是你们的。,【好一个丨全球 丨唯一 丨正版丨】sixsixsix！，全球唯一正版？！全球，唯一，正版。敢问您当得起哪一个？做游戏也要讲良心，也要知敬畏懂感恩。怕不是韩国的吧？全宇宙都是你们的。,0
8950,1.0,憋死了估计,真不太懂。DOTA2当年等了2年、等到LOL出现并且占领市场了才出现。这个自走棋也是这样。自己把自己给憋死了。,憋死了估计，真不太懂。DOTA2当年等了2年、等到LOL出现并且占领市场了才出现。这个自走棋也是这样。自己把自己给憋死了。,0
8953,4.0,功耗有待优化,玩了两局没了我40的电，后期扣血量能不能高一点，后面基本锁定胜局，想快点结束游戏，后期的升级显得乏味，在棋牌游戏里这游戏时长有点拖，游戏整体还是不错的，只是后期节奏上太拖显得无聊,功耗有待优化，玩了两局没了我40的电，后期扣血量能不能高一点，后面基本锁定胜局，想快点结束游戏，后期的升级显得乏味，在棋牌游戏里这游戏时长有点拖，游戏整体还是不错的，只是后期节奏上太拖显得无聊,1
8954,2.0,认真点行不,只能游客升级不能登账号，登账号就是已经被注册，和着安卓用的手机就不能用在ios上，太脑残。刀塔霸业一出这个怕不是要凉,认真点行不，只能游客升级不能登账号，登账号就是已经被注册，和着安卓用的手机就不能用在ios上，太脑残。刀塔霸业一出这个怕不是要凉,0
8955,4.0,画质太差了,画质不好，而且优化不太好。种族只显示图标，我这种老手还好，觉得新手会一脸懵逼,画质太差了，画质不好，而且优化不太好。种族只显示图标，我这种老手还好，觉得新手会一脸懵逼,1
8956,1.0,你们这系统有毛病…,"以前没玩过，慕名而来，游戏性对我还算新奇。不过你们这系统逻辑设计太脑残了。
你们默认游客登录，这没问题。
你们默认游客游玩到一定程度再绑手机号，这也没问题。
但是，当玩家的手机号是在你们平台注册过的手机号的时候，问题就出现了。输入手机号不让发验证码，也不跳转登陆界面。
最后你告诉我，要在最开始进游戏，趁载入画面没反应过来的时候赶紧点击切换账号来登录？？？
而且登录进去的就是一个新账号。是的，这个手机号是没在自走棋里玩过，但这不是你整个流程设计就不让我一开始就绑定吗？？？
现在我玩了一下午的游客账号和手机号账号也没法合并，游客账号不安全，手机号账号要从头再来。
没这个耐心。卸了，再见。","你们这系统有毛病…，以前没玩过，慕名而来，游戏性对我还算新奇。不过你们这系统逻辑设计太脑残了。
你们默认游客登录，这没问题。
你们默认游客游玩到一定程度再绑手机号，这也没问题。
但是，当玩家的手机号是在你们平台注册过的手机号的时候，问题就出现了。输入手机号不让发验证码，也不跳转登陆界面。
最后你告诉我，要在最开始进游戏，趁载入画面没反应过来的时候赶紧点击切换账号来登录？？？
而且登录进去的就是一个新账号。是的，这个手机号是没在自走棋里玩过，但这不是你整个流程设计就不让我一开始就绑定吗？？？
现在我玩了一下午的游客账号和手机号账号也没法合并，游客账号不安全，手机号账号要从头再来。
没这个耐心。卸了，再见。",0
8957,4.0,一局40分钟对手机用户来说是个很大的问题,应该想想办法，提高击打动画和过场,一局40分钟对手机用户来说是个很大的问题，应该想想办法，提高击打动画和过场,1
8958,4.0,服务器不稳定，经常掉线假赛,游戏是好游戏，但是玩上两局手机就发烫，因为一局基本半小时。本身就是适合pc端的游戏，手机碎片时间真的玩不来，在公交上玩及其容易打不完一局。pc端又作死在国内名声不好的Epic上上架，难道说一手好牌真要打的稀烂？这里我还要说一句：我巴不得Epic死！,服务器不稳定，经常掉线假赛，游戏是好游戏，但是玩上两局手机就发烫，因为一局基本半小时。本身就是适合pc端的游戏，手机碎片时间真的玩不来，在公交上玩及其容易打不完一局。pc端又作死在国内名声不好的Epic上上架，难道说一手好牌真要打的稀烂？这里我还要说一句：我巴不得Epic死！,1
8959,3.0,帐号登陆,"强制游客使用，然后升级。
想分割平台又不好意思直说。
做了那啥还要立牌坊。
游戏实话实说，画面还行，也是原汁原味，但是，画风不是很适应。
已卸载。","帐号登陆，强制游客使用，然后升级。
想分割平台又不好意思直说。
做了那啥还要立牌坊。
游戏实话实说，画面还行，也是原汁原味，但是，画风不是很适应。
已卸载。",0
8960,3.0,为啥没有断线重连？,来个电话就回不去了，这是什么脑残手游设定？这不是pc是手游，你用手机玩游戏都不可能接到电话的吗？,为啥没有断线重连？，来个电话就回不去了，这是什么脑残手游设定？这不是pc是手游，你用手机玩游戏都不可能接到电话的吗？,0
8961,5.0,对不起 我搞错了,游客登陆是可以切换的 不好意思 对不起 评论错了,对不起 我搞错了，游客登陆是可以切换的 不好意思 对不起 评论错了,1
8963,4.0,说实话有点儿失望,"从dota自走棋开始就玩 但是这个手游..画面一点儿都不精细...动作僵硬...而且没有dota情怀 跟玩个山寨的差别很大么？起码我个人觉得差不多 
能不能建模更好一些啊？动作流畅一些...小公司能理解 但是这样搞...真的对不起自己的ip
希望能做的更好吧 虽然我dota自走棋一只是个主教弟弟 但是真的好玩","说实话有点儿失望，从dota自走棋开始就玩 但是这个手游..画面一点儿都不精细...动作僵硬...而且没有dota情怀 跟玩个山寨的差别很大么？起码我个人觉得差不多 
能不能建模更好一些啊？动作流畅一些...小公司能理解 但是这样搞...真的对不起自己的ip
希望能做的更好吧 虽然我dota自走棋一只是个主教弟弟 但是真的好玩",1
8966,5.0,五星只为了给大家看到,"头一次去评论就给了你。
简直垃圾，不想多说什么
画面垃圾、动作迟钝
ok，这些都没有问题。这都多少时间了，竟然卡牌上完全没有更新。垃圾。","五星只为了给大家看到，头一次去评论就给了你。
简直垃圾，不想多说什么
画面垃圾、动作迟钝
ok，这些都没有问题。这都多少时间了，竟然卡牌上完全没有更新。垃圾。",1
8970,1.0,霸业 lol都快来了 你们想到ios出了？真的贱,帐号升级你妹啊 全是bug 后台退出一下就gg了 差评 坐等霸业和lol,霸业 lol都快来了 你们想到ios出了？真的贱，帐号升级你妹啊 全是bug 后台退出一下就gg了 差评 坐等霸业和lol,0
8971,5.0,刀斯林滚啊！,你们这些喷的刀斯林也是搞笑，当时你刀魔改暴雪做出丑得一批的模型时你们喷暴雪霸道也是心安理得正义凛然的样子，现在同样的事情发生在你们身上你们就受不了要跳脚了？没有dota2就没有自走棋这种话你们趁早别比比了，因为这样下去推出来没有war3就没有你刀可不是把你们狗脸都打烂了？自己没本事做个垃圾A牌还见不得人自走棋好。,刀斯林滚啊！，你们这些喷的刀斯林也是搞笑，当时你刀魔改暴雪做出丑得一批的模型时你们喷暴雪霸道也是心安理得正义凛然的样子，现在同样的事情发生在你们身上你们就受不了要跳脚了？没有dota2就没有自走棋这种话你们趁早别比比了，因为这样下去推出来没有war3就没有你刀可不是把你们狗脸都打烂了？自己没本事做个垃圾A牌还见不得人自走棋好。,1
8972,1.0,都懒得说了,锯齿严重，画质低，网络优化做的也不咋地，巨鸟在taptap上还说先只是iOS内测，估计是看v社自走棋要上了把这个都称不上半成品的垃圾强行搬了出来。真的看不懂巨鸟多多在想啥，自走棋火的时候不好好开发简单又捞金的移动端，安卓那边也是版本落后棋子平衡差不得好评，现在好了，你不好好搞人v社老大哥自己搞，愿你们去epic玩的开心,都懒得说了，锯齿严重，画质低，网络优化做的也不咋地，巨鸟在taptap上还说先只是iOS内测，估计是看v社自走棋要上了把这个都称不上半成品的垃圾强行搬了出来。真的看不懂巨鸟多多在想啥，自走棋火的时候不好好开发简单又捞金的移动端，安卓那边也是版本落后棋子平衡差不得好评，现在好了，你不好好搞人v社老大哥自己搞，愿你们去epic玩的开心,0
8973,3.0,v社的刀塔霸业一出，这个是不是就凉了？,感觉里面的元素都不认识 ，不想花精力了，给个60分吧,v社的刀塔霸业一出，这个是不是就凉了？，感觉里面的元素都不认识 ，不想花精力了，给个60分吧,0
8975,1.0,赶工作品,"首先默认游客号居然不能升级绑定预约的手机号，提示已有账号？那你当初倒是给我一个登陆界面，什么脑残设定
其次从建模到这些英雄名字就知道有多粗制滥造，虽然也没多少人会注意这个，但是看这些英雄造型和名字随便的想笑
当然，现在都在赶时间抢市场可以理解，但是后续麻烦真的好好看看这些英雄的沙雕模型和名字","赶工作品，首先默认游客号居然不能升级绑定预约的手机号，提示已有账号？那你当初倒是给我一个登陆界面，什么脑残设定
其次从建模到这些英雄名字就知道有多粗制滥造，虽然也没多少人会注意这个，但是看这些英雄造型和名字随便的想笑
当然，现在都在赶时间抢市场可以理解，但是后续麻烦真的好好看看这些英雄的沙雕模型和名字",0
8976,1.0,真的垃圾，会不会做手游啊？,一个电话，28轮满血没了，接完电话告诉我游戏已经结束？什么意思？会不会做手游啊？半个小时就为了一个游戏已经结束？,真的垃圾，会不会做手游啊？，一个电话，28轮满血没了，接完电话告诉我游戏已经结束？什么意思？会不会做手游啊？半个小时就为了一个游戏已经结束？,0
8977,5.0,画风不是很喜欢，还有就是不能缩小棋盘,要是能在等待区满了有两个，选一个直接合成就好了或者说都可以设置直接合成,画风不是很喜欢，还有就是不能缩小棋盘，要是能在等待区满了有两个，选一个直接合成就好了或者说都可以设置直接合成,1
8980,5.0,进度快点跟上pc版啊新英雄都还没出来感觉在考古,进度快点跟上pc版啊新英雄都还没出来感觉在考古,进度快点跟上pc版啊新英雄都还没出来感觉在考古，进度快点跟上pc版啊新英雄都还没出来感觉在考古,1
8981,1.0,过渡,游客登录后不能升级账号，可以看出来是为了应对霸业匆忙上线，估计会凉很快吧，过度使用,过渡，游客登录后不能升级账号，可以看出来是为了应对霸业匆忙上线，估计会凉很快吧，过度使用,0
8982,5.0,还原度高，期待新棋子,原装正版，还原度高，棋子也在不断优化，希望越来越好,还原度高，期待新棋子，原装正版，还原度高，棋子也在不断优化，希望越来越好,1
8983,1.0,龙渊怎么和煞笔巨鸟合作了,垃圾音效垃圾建模垃圾手感垃圾体验 好意思说全球第一！？一个能做出好内容的公司被一个垃圾工作室带出的这是什么破游戏 恶心,龙渊怎么和煞笔巨鸟合作了，垃圾音效垃圾建模垃圾手感垃圾体验 好意思说全球第一！？一个能做出好内容的公司被一个垃圾工作室带出的这是什么破游戏 恶心,0
8984,4.0,闪退,之前用同步推下载的ios版本已经在苹果上玩了一周，昨天出了正式的马上卸载安装了最新的，然后第一把就闪退，iphone8p，希望提升稳定性,闪退，之前用同步推下载的ios版本已经在苹果上玩了一周，昨天出了正式的马上卸载安装了最新的，然后第一把就闪退，iphone8p，希望提升稳定性,1
8985,1.0,唯一正版 谁给你勇气？,为了自己利益到处撕逼。巨鸟创世神。你v社爸爸马上来了。就问你慌不慌,唯一正版 谁给你勇气？，为了自己利益到处撕逼。巨鸟创世神。你v社爸爸马上来了。就问你慌不慌,0
8986,1.0,就我有这个问题吗,账号升级输入电话号显示该手机已经存在 等好几个月就这质量,就我有这个问题吗，账号升级输入电话号显示该手机已经存在 等好几个月就这质量,0
8987,4.0,萌新的良心评论,"手机XR，并没有什么发烫卡顿的问题；
糖果的获得觉得有些难，打了一把休闲一把排位加起来一个小时，只得到14颗糖果，这还是有首胜奖励，不过考虑到糖果可以解锁的奖励感觉还算合适，毕竟里面的皮肤全靠证书系统和糖果抽奖，没有充值手段；
游戏玩法没什么好说的，玩几局就能适应，但是棋子商店长按查看棋子属性很容易误购买棋子（虽说拖到棋盘外可以取消）；
画风和语音搞怪又很萌，希望游戏越办越好！","萌新的良心评论，手机XR，并没有什么发烫卡顿的问题；
糖果的获得觉得有些难，打了一把休闲一把排位加起来一个小时，只得到14颗糖果，这还是有首胜奖励，不过考虑到糖果可以解锁的奖励感觉还算合适，毕竟里面的皮肤全靠证书系统和糖果抽奖，没有充值手段；
游戏玩法没什么好说的，玩几局就能适应，但是棋子商店长按查看棋子属性很容易误购买棋子（虽说拖到棋盘外可以取消）；
画风和语音搞怪又很萌，希望游戏越办越好！",1
8988,5.0,说因为刀塔霸业才上线的,请亲百度一下ios游戏上线需不需要广电审核呢。如果需要，那您就是个打一星的喷子呢。我已经在德国区玩了这个游戏2个礼拜，不是人家态度不好，也不是人家不想赚钱，是人家卡在广电那里。是低贱的您配不上高贵的广电呢。建议您也赶紧删游戏，看见您这种不动脑子的喷子就烦呢。,说因为刀塔霸业才上线的，请亲百度一下ios游戏上线需不需要广电审核呢。如果需要，那您就是个打一星的喷子呢。我已经在德国区玩了这个游戏2个礼拜，不是人家态度不好，也不是人家不想赚钱，是人家卡在广电那里。是低贱的您配不上高贵的广电呢。建议您也赶紧删游戏，看见您这种不动脑子的喷子就烦呢。,1
8989,1.0,差差差，,你这破玩意儿凭什么，全球唯一？正版？有什么可强调的，明明也是抄的，天天强调，真恶心，把自己放在道德制高点，还做成这破玩意,差差差，，你这破玩意儿凭什么，全球唯一？正版？有什么可强调的，明明也是抄的，天天强调，真恶心，把自己放在道德制高点，还做成这破玩意,0
8991,5.0,好玩！,非常有意思的游戏，每个英雄都很可爱都有自己的语音巴拉巴拉巴拉巴拉巴拉,好玩！，非常有意思的游戏，每个英雄都很可爱都有自己的语音巴拉巴拉巴拉巴拉巴拉,1
8992,5.0,我很奇怪为什么会有这么多人喷游戏品质的问题？,那些天天刷v社赤潮自走棋的，莫不是水军，但前段时间巨鸟iso搞得内测实在太招黑了。,我很奇怪为什么会有这么多人喷游戏品质的问题？，那些天天刷v社赤潮自走棋的，莫不是水军，但前段时间巨鸟iso搞得内测实在太招黑了。,1
8993,2.0,抄袭,游戏还行，但是抄袭太严重了，玩过老版的dota自走棋就知道了，技能属性完全一模一样，都不带更改的，就不能有点创新么？,抄袭，游戏还行，但是抄袭太严重了，玩过老版的dota自走棋就知道了，技能属性完全一模一样，都不带更改的，就不能有点创新么？,0
8995,5.0,给五星是因为爱,目前ios手机号登陆总提示我是游客，需要升级账号，可是输入之后却说手机已经存在无法获取验证码，请问如何解决,给五星是因为爱，目前ios手机号登陆总提示我是游客，需要升级账号，可是输入之后却说手机已经存在无法获取验证码，请问如何解决,1
8997,5.0,还是原版玩的爽,期待pc版，还能和安卓 iOS 互联互通！ 比赛搞起来！！！给巨鸟多多，龙渊和imba点赞！,还是原版玩的爽，期待pc版，还能和安卓 iOS 互联互通！ 比赛搞起来！！！给巨鸟多多，龙渊和imba点赞！,1
8999,5.0,时间太长,时间也太长了，基本都是半个小时以上，有时候四十多五十多分钟，方便是方便了，但一局时间太长就不够休闲了，没有那种随时随地掏出手机玩一把的欲望,时间太长，时间也太长了，基本都是半个小时以上，有时候四十多五十多分钟，方便是方便了，但一局时间太长就不够休闲了，没有那种随时随地掏出手机玩一把的欲望,1
9001,1.0,建模僵硬 游戏性完全照搬,"1.建模真的丑，不让用刀塔的模型建模就这么丑
2.种族之类的完全照搬，而且还不是最新的自走棋，连神族都没有
3.抽奖巨坑，只给一些没用的头像图标，抽不到棋手和地图。公示了概率，但图标加进去之后你抽到棋手和棋盘的概率只能更小，PC版只会抽到棋手，两者完全不一样。","建模僵硬 游戏性完全照搬，1.建模真的丑，不让用刀塔的模型建模就这么丑
2.种族之类的完全照搬，而且还不是最新的自走棋，连神族都没有
3.抽奖巨坑，只给一些没用的头像图标，抽不到棋手和地图。公示了概率，但图标加进去之后你抽到棋手和棋盘的概率只能更小，PC版只会抽到棋手，两者完全不一样。",0
9002,1.0,iPhone 6 不配玩自走棋,因为iPhone 6是垃圾手机=没钱=不配玩=再见,iPhone 6 不配玩自走棋，因为iPhone 6是垃圾手机=没钱=不配玩=再见,0
9003,5.0,哪个好玩我就玩哪个。,不管是赤潮也好，v社也好，多多也好，哪个好玩我就玩哪个。希望多多加油吧，创新才是你们的底牌，多弄点新的花样出来。,哪个好玩我就玩哪个。，不管是赤潮也好，v社也好，多多也好，哪个好玩我就玩哪个。希望多多加油吧，创新才是你们的底牌，多弄点新的花样出来。,1
9004,5.0,好玩,比那些什么盗版的自走棋好玩多了，什么某潮啊，什么某兽，就是上线太慢啦，还有各种棋子赶紧出呀,好玩，比那些什么盗版的自走棋好玩多了，什么某潮啊，什么某兽，就是上线太慢啦，还有各种棋子赶紧出呀,1
9006,1.0,辣鸡,打一把排位，竟然用了一个小时，是认真的吗？你这是手游，不是端游，有那个时间我不如去玩端游。,辣鸡，打一把排位，竟然用了一个小时，是认真的吗？你这是手游，不是端游，有那个时间我不如去玩端游。,0
9007,4.0,内测玩家评测,Q版元素，玩法搭配多样，望团队用心做好手游，还差一星待发展空间，总体来说不错的一款走步棋手游。,内测玩家评测，Q版元素，玩法搭配多样，望团队用心做好手游，还差一星待发展空间，总体来说不错的一款走步棋手游。,1
9008,5.0,自走棋现在很有趣,林子大了什么鸟都有，我同样的网打别的网游从来没卡过，打这个就从来没好过，一直重连，无限重连，dnmd真就不给咱玩呗？？？先五星上希望你们能看见，以后没啥改进我怕还是得去玩霸业了。,自走棋现在很有趣，林子大了什么鸟都有，我同样的网打别的网游从来没卡过，打这个就从来没好过，一直重连，无限重连，dnmd真就不给咱玩呗？？？先五星上希望你们能看见，以后没啥改进我怕还是得去玩霸业了。,1
9009,5.0,是个好游戏很喜欢,唯一美中不足就是更新不够勤快。糖果给的太少了。又不能充值。想要个棋盘太难了！,是个好游戏很喜欢，唯一美中不足就是更新不够勤快。糖果给的太少了。又不能充值。想要个棋盘太难了！,1
9010,5.0,希望开发者可以看到！游戏很棒,"希望游戏可以越来越好玩！！
提几点建议：
1、游戏时长问题，现在一把35分钟起步，不太适合手游，建议游戏节奏加快点
2、棋子也可以推出皮肤供玩家购买，头像、旗手、皮肤、可以有合成系统，增加趣味性，也给非酋玩家抽不到自己想要的旗手一条活路
3、结算界面、战绩分享机制希望可以优化，可以参考农药那样，做得详细点，都有每局的分析，给吃鸡玩家贴上对应的有趣标签
4、棋子希望可以尽快推出新的，这一点也很重要，希望整体游戏有一个动态的平衡
5、装备方面，希望越高回合数的野怪改成必掉落装备，有时候30回合一个装备都不掉落真的好难受。或者作出每一波掉落装备再供玩家选择，刀塔霸业是个好例子，可以借鉴一下","希望开发者可以看到！游戏很棒，希望游戏可以越来越好玩！！
提几点建议：
1、游戏时长问题，现在一把35分钟起步，不太适合手游，建议游戏节奏加快点
2、棋子也可以推出皮肤供玩家购买，头像、旗手、皮肤、可以有合成系统，增加趣味性，也给非酋玩家抽不到自己想要的旗手一条活路
3、结算界面、战绩分享机制希望可以优化，可以参考农药那样，做得详细点，都有每局的分析，给吃鸡玩家贴上对应的有趣标签
4、棋子希望可以尽快推出新的，这一点也很重要，希望整体游戏有一个动态的平衡
5、装备方面，希望越高回合数的野怪改成必掉落装备，有时候30回合一个装备都不掉落真的好难受。或者作出每一波掉落装备再供玩家选择，刀塔霸业是个好例子，可以借鉴一下",1
9013,5.0,苹果端，经常闪退啊……几个g的游戏都没事，优化下吧,求优化……经常闪退啊,苹果端，经常闪退啊……几个g的游戏都没事，优化下吧，求优化……经常闪退啊,1
9014,5.0,闪退嗷,好玩是好玩，就是能不能优化下iPhone6闪退的问题，或者是出个低帧率低画质模式。一把闪退几次真的顶不住，本来很喜欢的，因为这个劝退几星期了。,闪退嗷，好玩是好玩，就是能不能优化下iPhone6闪退的问题，或者是出个低帧率低画质模式。一把闪退几次真的顶不住，本来很喜欢的，因为这个劝退几星期了。,1
9015,4.0,吐个槽,"以下为槽点
我想一般没人用电脑打电话，问题是现在这个是手游 我接一分钟电话直接给我退掉是什么意思。还有30分钟一局的手游，你们是认真的吗？这还是和7只真正意义的萌新装备。拖拽在电脑上一点问题也没有，可我的手机没有28寸。还有那个神奇的伤害面板，也行上帝知道那些都是什么，在两局的时间中，我在d的时候居然没有发现时间在哪里，这时候请不要用星际免费的结果来回应。最后我感觉现在手机上的版本要落后于pc端吧
优点
我不知道对比其他手游是什么情况 因为我没有玩过其他的自走棋 但是也请你们不要厚着脸皮说这是自己开发的全新玩法 到底什么样 玩家也不是傻子 
建议
建议嘛 有挺多关于ui和游戏性的 但是不想说毕竟有用也没人给我钱 分这一条主要是想说 qiuqiu你们找个专门的公关吧 开发者的人能去怼腾讯也真是厉害啊 玩家骂腾讯是政治正确 作为游戏从业人员也真的好意思吗
看在把一个类型做火的份上加一星吧
最后英雄战棋要来了 ennnnnn","吐个槽，以下为槽点
我想一般没人用电脑打电话，问题是现在这个是手游 我接一分钟电话直接给我退掉是什么意思。还有30分钟一局的手游，你们是认真的吗？这还是和7只真正意义的萌新装备。拖拽在电脑上一点问题也没有，可我的手机没有28寸。还有那个神奇的伤害面板，也行上帝知道那些都是什么，在两局的时间中，我在d的时候居然没有发现时间在哪里，这时候请不要用星际免费的结果来回应。最后我感觉现在手机上的版本要落后于pc端吧
优点
我不知道对比其他手游是什么情况 因为我没有玩过其他的自走棋 但是也请你们不要厚着脸皮说这是自己开发的全新玩法 到底什么样 玩家也不是傻子 
建议
建议嘛 有挺多关于ui和游戏性的 但是不想说毕竟有用也没人给我钱 分这一条主要是想说 qiuqiu你们找个专门的公关吧 开发者的人能去怼腾讯也真是厉害啊 玩家骂腾讯是政治正确 作为游戏从业人员也真的好意思吗
看在把一个类型做火的份上加一星吧
最后英雄战棋要来了 ennnnnn",1
9017,3.0,嗯。,优化好像没有做好。taptap预约了好久现在也没有刚开始那么期待了。不太想玩了。,嗯。，优化好像没有做好。taptap预约了好久现在也没有刚开始那么期待了。不太想玩了。,0
9018,5.0,账号多平台通用哦,安卓，ios，模拟器账号信息多平台通用，这点太方便了。,账号多平台通用哦，安卓，ios，模拟器账号信息多平台通用，这点太方便了。,1
9019,1.0,太乱，玩起来好揪心,手机画面很小，不知道买了哪些卡，到后期位置不够，玩着很揪心，就不能提示下已经买的卡数量吗,太乱，玩起来好揪心，手机画面很小，不知道买了哪些卡，到后期位置不够，玩着很揪心，就不能提示下已经买的卡数量吗,0
9020,3.0,预约了玩的，结果用手机号登陆显示已存在，发不了验证码，希望给个解释,游戏是个好游戏，但是登不上自己的账号，让我很郁闷,预约了玩的，结果用手机号登陆显示已存在，发不了验证码，希望给个解释，游戏是个好游戏，但是登不上自己的账号，让我很郁闷,0
9021,5.0,可以，很完美！,在家玩的魔兽自走棋，白天上班有空可以刷两把还不错。和电脑一样的,可以，很完美！，在家玩的魔兽自走棋，白天上班有空可以刷两把还不错。和电脑一样的,1
9022,4.0,游戏还行。求ipad版本的清晰度调整一下好吧,内测开始玩的，英雄更新速度望加快，多发点小福利吧，糖果不够用，太可怕了。内测的时候抽奖只有头像太亏。,游戏还行。求ipad版本的清晰度调整一下好吧，内测开始玩的，英雄更新速度望加快，多发点小福利吧，糖果不够用，太可怕了。内测的时候抽奖只有头像太亏。,1
9023,2.0,每玩一局都闪退几次,苹果6 总是在闪退，一时闪退一时爽，一直闪一直退！！！,每玩一局都闪退几次，苹果6 总是在闪退，一时闪退一时爽，一直闪一直退！！！,0
9025,5.0,唯一正版,"牛逼牛逼 就冲这个气势也得给加一颗星
但也会值这一颗星了
之前国内不公测 不得以只能去美服商店下载 实际没完两局我就卸载了 感觉这个画风很...？？？怎么说

好吧期待了那么久也终于是公测了 夕夕加油
我坐等刀塔霸业了
（以下为真实评分★☆☆☆☆☆☆☆☆☆）","唯一正版，牛逼牛逼 就冲这个气势也得给加一颗星
但也会值这一颗星了
之前国内不公测 不得以只能去美服商店下载 实际没完两局我就卸载了 感觉这个画风很...？？？怎么说

好吧期待了那么久也终于是公测了 夕夕加油
我坐等刀塔霸业了
（以下为真实评分★☆☆☆☆☆☆☆☆☆）",1
9027,5.0,是公测还是正式上线了啊？,安卓的还在内测，ios一声不吭就上了？！是公测还是正式上线了啊？,是公测还是正式上线了啊？，安卓的还在内测，ios一声不吭就上了？！是公测还是正式上线了啊？,1
9030,1.0,请问我要怎么退出登陆呢,真的设计有问题，一来就让你游客登陆，游客登陆以后怎么退出登陆呢？就一个账号升级，关键我之前已经注册过账号了呀，开发团队动动脑子好不好呢？这么严重的bug，真的玩的烦,请问我要怎么退出登陆呢，真的设计有问题，一来就让你游客登陆，游客登陆以后怎么退出登陆呢？就一个账号升级，关键我之前已经注册过账号了呀，开发团队动动脑子好不好呢？这么严重的bug，真的玩的烦,0
9032,4.0,就一个问题,差一个强大的社交软件作为登陆账号 不然跟好友开黑只能添加,就一个问题，差一个强大的社交软件作为登陆账号 不然跟好友开黑只能添加,1
9034,5.0,遇到问题了,安卓就开始玩了 一直等iOS 出了以后手机先下载的什么问题都没有 晚上朋友叫我玩 用iPad下载了一个 我这边的角色全是黑色的 看别人的就正常希望能解决一下,遇到问题了，安卓就开始玩了 一直等iOS 出了以后手机先下载的什么问题都没有 晚上朋友叫我玩 用iPad下载了一个 我这边的角色全是黑色的 看别人的就正常希望能解决一下,1
9035,2.0,闪退严重,从安卓的玩到苹果的版本，卡帧倒是好了，闪退反而更严重了。,闪退严重，从安卓的玩到苹果的版本，卡帧倒是好了，闪退反而更严重了。,0
